chr start stop ROI
9075992 9 90851101 90851250 ID_20606
9076071 9 90862951 90863100 ID_20607
9076072 9 90863101 90863250 ID_20608
9076073 9 90863251 90863400 ID_20609
9076578 9 90939001 90939150 ID_20610
9076579 9 90939151 90939300 ID_20611
9076580 9 90939301 90939450 ID_20612
9076581 9 90939451 90939600 ID_20613
9076582 9 90939601 90939750 ID_20614
9078032 9 91157101 91157250 ID_20615
9078372 9 91208101 91208250 ID_20616
9078386 9 91210201 91210350 ID_20617
9078994 9 91301401 91301550 ID_20618
9079256 9 91340701 91340850 ID_20619
9079257 9 91340851 91341000 ID_20620
9079258 9 91341001 91341150 ID_20621
9079563 9 91386751 91386900 ID_20622
9079614 9 91394401 91394550 ID_20623
9084382 9 92109601 92109750 ID_20624
9084654 9 92150401 92150550 ID_20625
9085253 9 92240251 92240400 ID_20626
9085254 9 92240401 92240550 ID_20627
9085255 9 92240551 92240700 ID_20628
9085256 9 92240701 92240850 ID_20629
9085268 9 92242501 92242650 ID_20630
9086359 9 92406151 92406300 ID_20631
9086376 9 92408701 92408850 ID_20632
9086377 9 92408851 92409000 ID_20633
9086378 9 92409001 92409150 ID_20634
9087817 9 92624851 92625000 ID_20635
9087857 9 92630851 92631000 ID_20636
9087858 9 92631001 92631150 ID_20637
9087859 9 92631151 92631300 ID_20638
9087968 9 92647501 92647650 ID_20639
9088005 9 92653051 92653200 ID_20640
9088006 9 92653201 92653350 ID_20641
9088007 9 92653351 92653500 ID_20642
9088011 9 92653951 92654100 ID_20643
9088012 9 92654101 92654250 ID_20644
9088013 9 92654251 92654400 ID_20645
9088265 9 92692051 92692200 ID_20646
9088266 9 92692201 92692350 ID_20647
9088267 9 92692351 92692500 ID_20648
9088549 9 92734651 92734800 ID_20649
9088550 9 92734801 92734950 ID_20650
9088587 9 92740351 92740500 ID_20651
9088588 9 92740501 92740650 ID_20652
9088589 9 92740651 92740800 ID_20653
9088590 9 92740801 92740950 ID_20654
9088594 9 92741401 92741550 ID_20655
9088595 9 92741551 92741700 ID_20656
9088596 9 92741701 92741850 ID_20657
9089043 9 92808751 92808900 ID_20658
9089044 9 92808901 92809050 ID_20659
9089045 9 92809051 92809200 ID_20660
9089783 9 92919751 92919900 ID_20661
9089818 9 92925001 92925150 ID_20662
9090649 9 93049651 93049800 ID_20663
9090650 9 93049801 93049950 ID_20664
9091744 9 93213901 93214050 ID_20665
9092474 9 93323401 93323550 ID_20666
9092475 9 93323551 93323700 ID_20667
9092476 9 93323701 93323850 ID_20668
9092477 9 93323851 93324000 ID_20669
9092478 9 93324001 93324150 ID_20670
9092500 9 93327301 93327450 ID_20671
9092501 9 93327451 93327600 ID_20672
9092502 9 93327601 93327750 ID_20673
9092597 9 93341851 93342000 ID_20674
9094481 9 93624451 93624600 ID_20675
9094509 9 93628651 93628800 ID_20676
9094510 9 93628801 93628950 ID_20677
9094515 9 93629551 93629700 ID_20678
9094516 9 93629701 93629850 ID_20679
9094614 9 93644401 93644550 ID_20680
9094615 9 93644551 93644700 ID_20681
9094616 9 93644701 93644850 ID_20682
9094621 9 93645451 93645600 ID_20683
9094622 9 93645601 93645750 ID_20684
9095197 9 93731851 93732000 ID_20685
9095342 9 93753601 93753750 ID_20686
9096120 9 93870301 93870450 ID_20687
9096787 9 93970351 93970500 ID_20688
9097956 9 94145701 94145850 ID_20689
9097957 9 94145851 94146000 ID_20690
9099100 9 94317301 94317450 ID_20691
9102266 9 94792201 94792350 ID_20692
9102267 9 94792351 94792500 ID_20693
9102567 9 94837351 94837500 ID_20694
9102568 9 94837501 94837650 ID_20695
9102569 9 94837651 94837800 ID_20696
9102570 9 94837801 94837950 ID_20697
9102571 9 94837951 94838100 ID_20698
9103728 9 95011501 95011650 ID_20699
9103729 9 95011651 95011800 ID_20700
9103965 9 95047051 95047200 ID_20701
9106569 9 95437651 95437800 ID_20702
9107065 9 95512051 95512200 ID_20703
9107283 9 95544751 95544900 ID_20704
9107577 9 95588851 95589000 ID_20705
9108285 9 95695051 95695200 ID_20706
9108286 9 95695201 95695350 ID_20707
9109607 9 95893351 95893500 ID_20708
9110121 9 95970451 95970600 ID_20709
9110122 9 95970601 95970750 ID_20710
9110439 9 96018151 96018300 ID_20711
9110742 9 96063601 96063750 ID_20712
9111357 9 96155851 96156000 ID_20713
9111358 9 96156001 96156150 ID_20714
9111359 9 96156151 96156300 ID_20715
9111411 9 96163951 96164100 ID_20716
9111681 9 96204451 96204600 ID_20717
9111682 9 96204601 96204750 ID_20718
9111683 9 96204751 96204900 ID_20719
9112042 9 96258601 96258750 ID_20720
9114887 9 96685351 96685500 ID_20721
9114888 9 96685501 96685650 ID_20722
9115356 9 96755701 96755850 ID_20723
9115357 9 96755851 96756000 ID_20724
9115358 9 96756001 96756150 ID_20725
9115361 9 96756451 96756600 ID_20726
9115604 9 96792901 96793050 ID_20727
9115605 9 96793051 96793200 ID_20728
9115606 9 96793201 96793350 ID_20729
9115904 9 96837901 96838050 ID_20730
9115905 9 96838051 96838200 ID_20731
9115941 9 96843451 96843600 ID_20732
9115942 9 96843601 96843750 ID_20733
9116272 9 96893101 96893250 ID_20734
9116559 9 96936151 96936300 ID_20735
9116958 9 96996001 96996150 ID_20736
9116959 9 96996151 96996300 ID_20737
9117909 9 97138651 97138800 ID_20738
9117910 9 97138801 97138950 ID_20739
9118257 9 97190851 97191000 ID_20740
9118258 9 97191001 97191150 ID_20741
9118726 9 97261201 97261350 ID_20742
9118727 9 97261351 97261500 ID_20743
9118758 9 97266001 97266150 ID_20744
9118759 9 97266151 97266300 ID_20745
9119211 9 97333951 97334100 ID_20746
9124614 9 98144401 98144550 ID_20747
9124965 9 98197051 98197200 ID_20748
9125941 9 98343451 98343600 ID_20749
9125942 9 98343601 98343750 ID_20750
9126704 9 98457901 98458050 ID_20751
9126705 9 98458051 98458200 ID_20752
9126706 9 98458201 98458350 ID_20753
9127161 9 98526451 98526600 ID_20754
9128199 9 98682151 98682300 ID_20755
9128200 9 98682301 98682450 ID_20756
9128284 9 98694901 98695050 ID_20757
9128285 9 98695051 98695200 ID_20758
9128415 9 98714551 98714700 ID_20759
9128761 9 98766451 98766600 ID_20760
9128762 9 98766601 98766750 ID_20761
9128763 9 98766751 98766900 ID_20762
9128795 9 98771551 98771700 ID_20763
9128796 9 98771701 98771850 ID_20764
9130076 9 98963701 98963850 ID_20765
9130077 9 98963851 98964000 ID_20766
9130227 9 98986351 98986500 ID_20767
9130435 9 99017551 99017700 ID_20768
9130878 9 99084001 99084150 ID_20769
9130879 9 99084151 99084300 ID_20770
9131309 9 99148651 99148800 ID_20771
9131641 9 99198451 99198600 ID_20772
9131642 9 99198601 99198750 ID_20773
9132832 9 99377101 99377250 ID_20774
9132865 9 99382051 99382200 ID_20775
9132866 9 99382201 99382350 ID_20776
9133482 9 99474601 99474750 ID_20777
9133483 9 99474751 99474900 ID_20778
9133610 9 99493801 99493950 ID_20779
9133611 9 99493951 99494100 ID_20780
9133612 9 99494101 99494250 ID_20781
9133613 9 99494251 99494400 ID_20782
9133614 9 99494401 99494550 ID_20783
9134568 9 99637501 99637650 ID_20784
9135223 9 99735751 99735900 ID_20785
9135224 9 99735901 99736050 ID_20786
9135225 9 99736051 99736200 ID_20787
9135230 9 99736801 99736950 ID_20788
9135231 9 99736951 99737100 ID_20789
9135232 9 99737101 99737250 ID_20790
9135269 9 99742651 99742800 ID_20791
9135441 9 99768451 99768600 ID_20792
9135442 9 99768601 99768750 ID_20793
9135539 9 99783151 99783300 ID_20794
9135836 9 99827701 99827850 ID_20795
9136083 9 99864751 99864900 ID_20796
9136084 9 99864901 99865050 ID_20797
9136191 9 99880951 99881100 ID_20798
9136192 9 99881101 99881250 ID_20799
9136962 9 99996601 99996750 ID_20800
9138545 9 100234051 100234200 ID_20801
9138546 9 100234201 100234350 ID_20802
9139543 9 100383751 100383900 ID_20803
9139790 9 100420801 100420950 ID_20804
9139791 9 100420951 100421100 ID_20805
9139806 9 100423201 100423350 ID_20806
9139807 9 100423351 100423500 ID_20807
9140041 9 100458451 100458600 ID_20808
9140074 9 100463401 100463550 ID_20809
9140075 9 100463551 100463700 ID_20810
9140628 9 100546501 100546650 ID_20811
9140672 9 100553101 100553250 ID_20812
9140673 9 100553251 100553400 ID_20813
9140829 9 100576651 100576800 ID_20814
9141279 9 100644151 100644300 ID_20815
9141280 9 100644301 100644450 ID_20816
9143609 9 100993651 100993800 ID_20817
9144034 9 101057401 101057550 ID_20818
9144035 9 101057551 101057700 ID_20819
9144036 9 101057701 101057850 ID_20820
9144038 9 101058001 101058150 ID_20821
9144039 9 101058151 101058300 ID_20822
9144040 9 101058301 101058450 ID_20823
9144440 9 101118301 101118450 ID_20824
9144763 9 101166751 101166900 ID_20825
9145326 9 101251201 101251350 ID_20826
9145602 9 101292601 101292750 ID_20827
9145603 9 101292751 101292900 ID_20828
9145604 9 101292901 101293050 ID_20829
9145630 9 101296801 101296950 ID_20830
9145631 9 101296951 101297100 ID_20831
9145632 9 101297101 101297250 ID_20832
9145636 9 101297701 101297850 ID_20833
9145637 9 101297851 101298000 ID_20834
9145638 9 101298001 101298150 ID_20835
9145639 9 101298151 101298300 ID_20836
9147648 9 101599501 101599650 ID_20837
9147649 9 101599651 101599800 ID_20838
9147650 9 101599801 101599950 ID_20839
9153539 9 102483151 102483300 ID_20840
9153540 9 102483301 102483450 ID_20841
9154602 9 102642601 102642750 ID_20842
9154752 9 102665101 102665250 ID_20843
9155371 9 102757951 102758100 ID_20844
9155372 9 102758101 102758250 ID_20845
9156130 9 102871801 102871950 ID_20846
9156338 9 102903001 102903150 ID_20847
9156339 9 102903151 102903300 ID_20848
9156555 9 102935551 102935700 ID_20849
9157368 9 103057501 103057650 ID_20850
9157709 9 103108651 103108800 ID_20851
9157710 9 103108801 103108950 ID_20852
9157711 9 103108951 103109100 ID_20853
9157958 9 103146001 103146150 ID_20854
9157959 9 103146151 103146300 ID_20855
9158809 9 103273651 103273800 ID_20856
9159831 9 103426951 103427100 ID_20857
9160580 9 103539301 103539450 ID_20858
9160614 9 103544401 103544550 ID_20859
9162041 9 103758451 103758600 ID_20860
9163914 9 104039401 104039550 ID_20861
9163915 9 104039551 104039700 ID_20862
9164420 9 104115301 104115450 ID_20863
9165069 9 104212651 104212800 ID_20864
9165672 9 104303101 104303250 ID_20865
9166463 9 104421751 104421900 ID_20866
9167348 9 104554501 104554650 ID_20867
9170666 9 105052201 105052350 ID_20868
9172460 9 105321301 105321450 ID_20869
9172461 9 105321451 105321600 ID_20870
9174367 9 105607351 105607500 ID_20871
9174368 9 105607501 105607650 ID_20872
9174369 9 105607651 105607800 ID_20873
9174390 9 105610801 105610950 ID_20874
9174391 9 105610951 105611100 ID_20875
9174683 9 105654751 105654900 ID_20876
9174783 9 105669751 105669900 ID_20877
9174784 9 105669901 105670050 ID_20878
9177425 9 106066051 106066200 ID_20879
9177426 9 106066201 106066350 ID_20880
9177534 9 106082401 106082550 ID_20881
9177736 9 106112701 106112850 ID_20882
9179308 9 106348501 106348650 ID_20883
9179457 9 106370851 106371000 ID_20884
9179630 9 106396801 106396950 ID_20885
9180121 9 106470451 106470600 ID_20886
9180122 9 106470601 106470750 ID_20887
9180166 9 106477201 106477350 ID_20888
9180167 9 106477351 106477500 ID_20889
9180571 9 106537951 106538100 ID_20890
9181324 9 106650901 106651050 ID_20891
9184942 9 107193601 107193750 ID_20892
9185100 9 107217301 107217450 ID_20893
9185844 9 107328901 107329050 ID_20894
9186750 9 107464801 107464950 ID_20895
9186751 9 107464951 107465100 ID_20896
9186752 9 107465101 107465250 ID_20897
9186949 9 107494651 107494800 ID_20898
9186950 9 107494801 107494950 ID_20899
9187077 9 107513851 107514000 ID_20900
9187078 9 107514001 107514150 ID_20901
9187600 9 107592301 107592450 ID_20902
9187601 9 107592451 107592600 ID_20903
9187756 9 107615701 107615850 ID_20904
9187757 9 107615851 107616000 ID_20905
9187878 9 107634001 107634150 ID_20906
9188262 9 107691601 107691750 ID_20907
9188459 9 107721151 107721300 ID_20908
9191026 9 108106201 108106350 ID_20909
9191027 9 108106351 108106500 ID_20910
9191028 9 108106501 108106650 ID_20911
9191032 9 108107101 108107250 ID_20912
9191033 9 108107251 108107400 ID_20913
9191632 9 108197101 108197250 ID_20914
9191660 9 108201301 108201450 ID_20915
9191783 9 108219751 108219900 ID_20916
9191784 9 108219901 108220050 ID_20917
9193526 9 108481201 108481350 ID_20918
9194395 9 108611551 108611700 ID_20919
9194573 9 108638251 108638400 ID_20920
9194874 9 108683401 108683550 ID_20921
9195846 9 108829201 108829350 ID_20922
9196828 9 108976501 108976650 ID_20923
9196829 9 108976651 108976800 ID_20924
9197656 9 109100701 109100850 ID_20925
9199225 9 109336051 109336200 ID_20926
9200109 9 109468651 109468800 ID_20927
9200110 9 109468801 109468950 ID_20928
9200603 9 109542751 109542900 ID_20929
9200604 9 109542901 109543050 ID_20930
9201221 9 109635451 109635600 ID_20931
9201556 9 109685701 109685850 ID_20932
9203140 9 109923301 109923450 ID_20933
9203214 9 109934401 109934550 ID_20934
9204388 9 110110501 110110650 ID_20935
9205341 9 110253451 110253600 ID_20936
9205782 9 110319601 110319750 ID_20937
9205783 9 110319751 110319900 ID_20938
9206176 9 110378701 110378850 ID_20939
9206509 9 110428651 110428800 ID_20940
9206510 9 110428801 110428950 ID_20941
9207476 9 110573701 110573850 ID_20942
9207722 9 110610601 110610750 ID_20943
9207723 9 110610751 110610900 ID_20944
9207851 9 110629951 110630100 ID_20945
9207852 9 110630101 110630250 ID_20946
9207853 9 110630251 110630400 ID_20947
9207906 9 110638201 110638350 ID_20948
9208373 9 110708251 110708400 ID_20949
9209517 9 110879851 110880000 ID_20950
9209518 9 110880001 110880150 ID_20951
9209743 9 110913751 110913900 ID_20952
9209799 9 110922151 110922300 ID_20953
9209946 9 110944201 110944350 ID_20954
9209947 9 110944351 110944500 ID_20955
9210147 9 110974351 110974500 ID_20956
9210148 9 110974501 110974650 ID_20957
9210153 9 110975251 110975400 ID_20958
9210154 9 110975401 110975550 ID_20959
9210417 9 111014851 111015000 ID_20960
9210538 9 111033001 111033150 ID_20961
9212684 9 111354901 111355050 ID_20962
9214346 9 111604201 111604350 ID_20963
9214913 9 111689251 111689400 ID_20964
9214995 9 111701551 111701700 ID_20965
9214996 9 111701701 111701850 ID_20966
9215320 9 111750301 111750450 ID_20967
9215321 9 111750451 111750600 ID_20968
9216689 9 111955651 111955800 ID_20969
9217340 9 112053301 112053450 ID_20970
9218500 9 112227301 112227450 ID_20971
9223811 9 113023951 113024100 ID_20972
9225173 9 113228251 113228400 ID_20973
9225174 9 113228401 113228550 ID_20974
9226507 9 113428351 113428500 ID_20975
9227082 9 113514601 113514750 ID_20976
9229614 9 113894401 113894550 ID_20977
9229615 9 113894551 113894700 ID_20978
9230007 9 113953351 113953500 ID_20979
9230161 9 113976451 113976600 ID_20980
9230609 9 114043651 114043800 ID_20981
9230610 9 114043801 114043950 ID_20982
9231033 9 114107251 114107400 ID_20983
9231499 9 114177151 114177300 ID_20984
9231709 9 114208651 114208800 ID_20985
9231710 9 114208801 114208950 ID_20986
9232195 9 114281551 114281700 ID_20987
9232196 9 114281701 114281850 ID_20988
9232882 9 114384601 114384750 ID_20989
9232883 9 114384751 114384900 ID_20990
9232884 9 114384901 114385050 ID_20991
9233021 9 114405451 114405600 ID_20992
9233070 9 114412801 114412950 ID_20993
9233598 9 114492001 114492150 ID_20994
9233599 9 114492151 114492300 ID_20995
9233741 9 114513451 114513600 ID_20996
9233742 9 114513601 114513750 ID_20997
9233762 9 114516601 114516750 ID_20998
9234184 9 114579901 114580050 ID_20999
9234185 9 114580051 114580200 ID_21000
9234636 9 114647701 114647850 ID_21001
9234637 9 114647851 114648000 ID_21002
9235085 9 114715051 114715200 ID_21003
9235459 9 114771151 114771300 ID_21004
9235460 9 114771301 114771450 ID_21005
9235775 9 114818551 114818700 ID_21006
9236145 9 114874051 114874200 ID_21007
9236146 9 114874201 114874350 ID_21008
9236147 9 114874351 114874500 ID_21009
9236148 9 114874501 114874650 ID_21010
9236176 9 114878701 114878850 ID_21011
9236177 9 114878851 114879000 ID_21012
9236195 9 114881551 114881700 ID_21013
9236196 9 114881701 114881850 ID_21014
9236344 9 114903901 114904050 ID_21015
9236541 9 114933451 114933600 ID_21016
9236542 9 114933601 114933750 ID_21017
9236906 9 114988201 114988350 ID_21018
9237294 9 115046401 115046550 ID_21019
9237295 9 115046551 115046700 ID_21020
9237542 9 115083601 115083750 ID_21021
9237543 9 115083751 115083900 ID_21022
9237544 9 115083901 115084050 ID_21023
9237545 9 115084051 115084200 ID_21024
9237549 9 115084651 115084800 ID_21025
9237714 9 115109401 115109550 ID_21026
9237715 9 115109551 115109700 ID_21027
9237745 9 115114051 115114200 ID_21028
9237854 9 115130401 115130550 ID_21029
9237855 9 115130551 115130700 ID_21030
9237856 9 115130701 115130850 ID_21031
9239262 9 115341601 115341750 ID_21032
9239263 9 115341751 115341900 ID_21033
9239538 9 115383001 115383150 ID_21034
9239825 9 115426051 115426200 ID_21035
9240037 9 115457851 115458000 ID_21036
9240088 9 115465501 115465650 ID_21037
9240897 9 115586851 115587000 ID_21038
9240903 9 115587751 115587900 ID_21039
9241666 9 115702201 115702350 ID_21040
9243351 9 115954951 115955100 ID_21041
9243352 9 115955101 115955250 ID_21042
9243625 9 115996051 115996200 ID_21043
9243626 9 115996201 115996350 ID_21044
9243751 9 116014951 116015100 ID_21045
9244384 9 116109901 116110050 ID_21046
9245213 9 116234251 116234400 ID_21047
9245943 9 116343751 116343900 ID_21048
9245995 9 116351551 116351700 ID_21049
9245996 9 116351701 116351850 ID_21050
9245997 9 116351851 116352000 ID_21051
9246431 9 116416951 116417100 ID_21052
9246598 9 116442001 116442150 ID_21053
9246599 9 116442151 116442300 ID_21054
9246600 9 116442301 116442450 ID_21055
9246624 9 116445901 116446050 ID_21056
9246625 9 116446051 116446200 ID_21057
9247892 9 116636101 116636250 ID_21058
9248419 9 116715151 116715300 ID_21059
9248971 9 116797951 116798100 ID_21060
9248999 9 116802151 116802300 ID_21061
9249212 9 116834101 116834250 ID_21062
9249213 9 116834251 116834400 ID_21063
9249251 9 116839951 116840100 ID_21064
9249778 9 116919001 116919150 ID_21065
9250095 9 116966551 116966700 ID_21066
9250904 9 117087901 117088050 ID_21067
9251181 9 117129451 117129600 ID_21068
9252224 9 117285901 117286050 ID_21069
9252225 9 117286051 117286200 ID_21070
9252226 9 117286201 117286350 ID_21071
9252227 9 117286351 117286500 ID_21072
9252258 9 117291001 117291150 ID_21073
9252259 9 117291151 117291300 ID_21074
9253428 9 117466501 117466650 ID_21075
9253429 9 117466651 117466800 ID_21076
9253430 9 117466801 117466950 ID_21077
9253982 9 117549601 117549750 ID_21078
9255744 9 117813901 117814050 ID_21079
9256850 9 117979801 117979950 ID_21080
9256851 9 117979951 117980100 ID_21081
9256883 9 117984751 117984900 ID_21082
9257960 9 118146301 118146450 ID_21083
9257961 9 118146451 118146600 ID_21084
9257962 9 118146601 118146750 ID_21085
9257963 9 118146751 118146900 ID_21086
9258053 9 118160251 118160400 ID_21087
9258227 9 118186351 118186500 ID_21088
9258376 9 118208701 118208850 ID_21089
9258377 9 118208851 118209000 ID_21090
9258378 9 118209001 118209150 ID_21091
9258744 9 118263901 118264050 ID_21092
9258745 9 118264051 118264200 ID_21093
9259070 9 118312801 118312950 ID_21094
9259207 9 118333351 118333500 ID_21095
9259270 9 118342801 118342950 ID_21096
9259271 9 118342951 118343100 ID_21097
9259272 9 118343101 118343250 ID_21098
9259972 9 118448101 118448250 ID_21099
9260142 9 118473601 118473750 ID_21100
9260144 9 118473901 118474050 ID_21101
9260499 9 118527151 118527300 ID_21102
9261204 9 118632901 118633050 ID_21103
9261318 9 118650001 118650150 ID_21104
9261975 9 118748551 118748700 ID_21105
9262558 9 118836001 118836150 ID_21106
